,date,opponent_Aston Villa,opponent_Bournemouth,opponent_Brentford,opponent_Brighton and Hove Albion,opponent_Burnley,opponent_Cardiff City,opponent_Chelsea,opponent_Crystal Palace,opponent_Everton,opponent_Fulham,opponent_Huddersfield Town,opponent_Leeds United,opponent_Leicester City,opponent_Liverpool,opponent_Luton Town,opponent_Manchester City,opponent_Manchester United,opponent_Newcastle United,opponent_Norwich City,opponent_Nottingham Forest,opponent_Sheffield United,opponent_Southampton,opponent_Tottenham Hotspur,opponent_Watford,opponent_West Bromwich Albion,opponent_West Ham United,opponent_Wolverhampton Wanderers,team_Aston Villa,team_Bournemouth,team_Brentford,team_Brighton and Hove Albion,team_Burnley,team_Cardiff City,team_Chelsea,team_Crystal Palace,team_Everton,team_Fulham,team_Huddersfield Town,team_Leeds United,team_Leicester City,team_Liverpool,team_Luton Town,team_Manchester City,team_Manchester United,team_Newcastle United,team_Norwich City,team_Nottingham Forest,team_Sheffield United,team_Southampton,team_Tottenham Hotspur,team_Watford,team_West Bromwich Albion,team_West Ham United,team_Wolverhampton Wanderers,venue_code,target,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,day_code_1,day_code_2,day_code_3,day_code_4,day_code_5,day_code_6,gf,ga,xg,xga,poss,attendance,sh,sot,dist,fk,pk,pkatt
2,2022-08-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.0,0.24285714285714283,0.09999999999999999,0.5,0.7474663439721677,0.3055555555555555,0.26666666666666666,0.18497109826589594,0.0,0.0,0.0
3,2022-08-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.0,0.3428571428571428,0.12857142857142856,0.421875,0.344073009630414,0.4722222222222222,0.3333333333333333,0.4161849710982659,0.0,0.0,0.3333333333333333
4,2022-08-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.1111111111111111,0.1111111111111111,0.0857142857142857,0.1714285714285714,0.671875,0.7619875964301922,0.3333333333333333,0.2,0.3323699421965318,0.0,0.0,0.0
5,2022-09-03,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.1111111111111111,0.41428571428571426,0.09999999999999999,0.53125,0.7517899460495135,0.6388888888888888,0.6666666666666666,0.2947976878612717,0.25,0.0,0.0
8,2022-09-17,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6666666666666666,0.2222222222222222,0.3142857142857143,0.2571428571428571,0.40625,0.7493823425603793,0.4444444444444444,0.7333333333333333,0.323699421965318,0.0,0.0,0.0
9,2022-10-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.3333333333333333,0.22857142857142856,0.3428571428571428,0.28125,0.7346089850249584,0.16666666666666666,0.13333333333333333,0.4219653179190751,0.0,0.3333333333333333,0.3333333333333333
11,2022-10-08,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.0,0.11428571428571428,0.09999999999999999,0.359375,0.3718297786517421,0.2222222222222222,0.2,0.3872832369942196,0.25,0.0,0.0
13,2022-10-15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.0,0.3142857142857143,0.05714285714285714,0.6875,0.7539454444612516,0.5555555555555556,0.4,0.3439306358381503,0.25,0.3333333333333333,0.3333333333333333
14,2022-10-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0,0.2222222222222222,0.0857142857142857,0.21428571428571427,0.46875,0.903506781626582,0.25,0.13333333333333333,0.2774566473988439,0.0,0.0,0.0
15,2022-10-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.1111111111111111,0.2222222222222222,0.22857142857142856,0.1714285714285714,0.546875,0.7528613926284476,0.4722222222222222,0.26666666666666666,0.33526011560693636,0.0,0.0,0.0
17,2022-10-29,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.3333333333333333,0.2222222222222222,0.2857142857142857,0.07142857142857142,0.796875,0.10626229012252306,0.6388888888888888,0.4666666666666667,0.2832369942196532,0.25,0.0,0.0
19,2022-11-06,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.1111111111111111,0.2222222222222222,0.1714285714285714,0.1714285714285714,0.453125,0.7564160742197349,0.38888888888888884,0.3333333333333333,0.26300578034682087,0.0,0.0,0.0
21,2022-11-12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.4444444444444444,0.3333333333333333,0.2571428571428571,0.15714285714285714,0.578125,0.7521176826501287,0.38888888888888884,0.4666666666666667,0.2658959537572254,0.0,0.0,0.0
22,2022-12-26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2222222222222222,0.2222222222222222,0.15714285714285714,0.2857142857142857,0.671875,0.19080572782735844,0.41666666666666663,0.5333333333333333,0.4161849710982659,0.25,0.0,0.0
23,2023-01-01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.2222222222222222,0.09999999999999999,0.14285714285714285,0.640625,0.7519159985882117,0.16666666666666666,0.06666666666666667,0.28612716763005774,0.25,0.0,0.0
24,2023-01-04,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4444444444444444,0.0,0.19999999999999998,0.11428571428571428,0.546875,0.2915847325165129,0.38888888888888884,0.4,0.315028901734104,0.0,0.0,0.0
26,2023-01-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,0.2222222222222222,0.22857142857142856,0.2571428571428571,0.515625,0.7546765491857007,0.4722222222222222,0.4666666666666667,0.3179190751445087,0.25,0.0,0.0
27,2023-01-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.2222222222222222,0.4444444444444444,0.11428571428571428,0.3285714285714285,0.375,0.6439772097010035,0.25,0.2,0.323699421965318,0.0,0.0,0.0
28,2023-01-23,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1111111111111111,0.0,0.12857142857142856,0.14285714285714285,0.4375,0.2797105833711491,0.2777777777777778,0.2,0.338150289017341,0.25,0.0,0.0
30,2023-02-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.1111111111111111,0.0,0.19999999999999998,0.18571428571428572,0.28125,0.7531261029597137,0.3333333333333333,0.2,0.2716763005780347,0.0,0.0,0.0
31,2023-02-11,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.4444444444444444,0.18571428571428572,0.24285714285714283,0.515625,0.38047698280643377,0.3055555555555555,0.26666666666666666,0.3323699421965318,0.5,0.0,0.0
33,2023-02-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.0,0.21428571428571427,0.07142857142857142,0.609375,0.7497100791609944,0.4444444444444444,0.4,0.4682080924855492,0.0,0.0,0.0
34,2023-02-26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.0,0.11428571428571428,0.05714285714285714,0.359375,0.7514369989411588,0.2222222222222222,0.2,0.323699421965318,0.0,0.0,0.0
36,2023-03-04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.1111111111111111,0.1714285714285714,0.07142857142857142,0.5625,0.37292643573841583,0.5833333333333333,0.4,0.44219653179190754,0.5,0.0,0.0
38,2023-03-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.3333333333333333,0.1111111111111111,0.2857142857142857,0.21428571428571427,0.578125,0.7495083950990774,0.38888888888888884,0.4,0.27456647398843936,0.0,0.3333333333333333,0.3333333333333333
39,2023-03-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.3333333333333333,0.3333333333333333,0.3285714285714285,0.3428571428571428,0.484375,0.3549261332123229,0.4722222222222222,0.2,0.30346820809248554,0.0,0.0,0.0
40,2023-04-03,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1111111111111111,0.1111111111111111,0.19999999999999998,0.12857142857142856,0.671875,0.47010033782080374,0.19444444444444442,0.0,0.41329479768786137,0.0,0.3333333333333333,0.3333333333333333
41,2023-04-08,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.1111111111111111,0.11428571428571428,0.19999999999999998,0.265625,0.7488151061362377,0.25,0.2,0.28612716763005774,0.0,0.0,0.0
42,2023-04-15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.3333333333333333,0.3142857142857143,0.18571428571428572,0.625,0.7483613169969244,0.6666666666666666,0.5333333333333333,0.36416184971098264,0.25,0.0,0.0
43,2023-04-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.1111111111111111,0.6666666666666666,0.14285714285714285,0.5285714285714286,0.40625,0.6334392174658399,0.3055555555555555,0.2,0.3439306358381503,0.0,0.0,0.0
44,2023-04-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.2222222222222222,0.2222222222222222,0.3571428571428571,0.2857142857142857,0.34375,0.7510966570866738,0.5,0.4666666666666667,0.323699421965318,0.0,0.0,0.0
45,2023-04-30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.3333333333333333,0.4444444444444444,0.2857142857142857,0.3142857142857143,0.234375,0.6463343921746585,0.2777777777777778,0.4,0.4277456647398845,0.0,0.0,0.0
46,2023-05-06,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.0,0.12857142857142856,0.05714285714285714,0.59375,0.7448822669288561,0.2222222222222222,0.2,0.21387283236994217,0.0,0.0,0.0
47,2023-05-13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.2222222222222222,0.19999999999999998,0.1714285714285714,0.53125,0.506277416427167,0.1111111111111111,0.06666666666666667,0.4335260115606937,0.0,0.3333333333333333,0.3333333333333333
48,2023-05-20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.3333333333333333,0.24285714285714283,0.1714285714285714,0.671875,0.7501890788080473,0.611111111111111,0.4666666666666667,0.29190751445086704,0.25,0.0,0.0
49,2023-05-28,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.4444444444444444,0.1111111111111111,0.3142857142857143,0.21428571428571427,0.46875,0.439557807694247,0.3055555555555555,0.4666666666666667,0.2658959537572254,0.0,0.0,0.0
0,2022-08-07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.2222222222222222,0.11428571428571428,0.0857142857142857,0.40625,0.37556093379720673,0.2222222222222222,0.2,0.338150289017341,0.0,0.0,0.0
1,2022-08-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.4444444444444444,0.0,0.22857142857142856,0.12857142857142856,0.25,0.18972167599455453,0.3611111111111111,0.4666666666666667,0.3843930635838151,0.25,0.0,0.0
2,2022-08-20,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.3333333333333333,0.2571428571428571,0.3428571428571428,0.609375,0.24955881611455658,0.3611111111111111,0.3333333333333333,0.2543352601156069,0.0,0.0,0.0
4,2022-08-27,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.1111111111111111,0.3,0.15714285714285714,0.625,0.18919225533202239,0.5555555555555556,0.3333333333333333,0.27456647398843936,0.0,0.0,0.0
5,2022-08-30,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.1111111111111111,0.1111111111111111,0.19999999999999998,0.14285714285714285,0.515625,0.29046286492209955,0.25,0.2,0.15606936416184972,0.0,0.0,0.0
6,2022-09-03,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5555555555555556,0.2222222222222222,0.3285714285714285,0.24285714285714283,0.21875,0.19023849140321686,0.3611111111111111,0.4666666666666667,0.3901734104046244,0.5,0.3333333333333333,0.3333333333333333
7,2022-09-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.3333333333333333,0.07142857142857142,0.21428571428571427,0.296875,0.19061664901931125,0.1388888888888889,0.13333333333333333,0.2485549132947977,0.25,0.0,0.0
8,2022-10-01,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.12857142857142856,0.05714285714285714,0.625,0.10243029294609993,0.3611111111111111,0.26666666666666666,0.28612716763005774,0.25,0.0,0.0
9,2022-10-08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.5555555555555556,0.1714285714285714,0.21428571428571427,0.4375,0.6311072454999245,0.1388888888888889,0.13333333333333333,0.3728323699421966,0.0,0.3333333333333333,0.3333333333333333
10,2022-10-14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.2222222222222222,0.0,0.21428571428571427,0.2714285714285714,0.15625,0.18928049210911108,0.16666666666666666,0.06666666666666667,0.3179190751445087,0.0,0.3333333333333333,0.3333333333333333
11,2022-10-19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.18571428571428572,0.12857142857142856,0.25,0.190566228003832,0.2222222222222222,0.3333333333333333,0.2658959537572254,0.0,0.0,0.0
12,2022-10-23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.4444444444444444,0.12857142857142856,0.39999999999999997,0.578125,0.500340341854485,0.3333333333333333,0.2,0.3323699421965318,0.0,0.0,0.0
13,2022-10-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.1111111111111111,0.19999999999999998,0.0857142857142857,0.625,0.18972167599455453,0.3333333333333333,0.2,0.29190751445086704,0.0,0.0,0.0
14,2022-11-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.2222222222222222,0.21428571428571427,0.21428571428571427,0.53125,0.33869056622800386,0.1388888888888889,0.06666666666666667,0.4335260115606937,0.0,0.3333333333333333,0.3333333333333333
16,2022-11-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.1111111111111111,0.18571428571428572,0.22857142857142856,0.125,0.64017042303232,0.2777777777777778,0.4666666666666667,0.28612716763005774,0.0,0.0,0.0
17,2022-12-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2222222222222222,0.2222222222222222,0.2857142857142857,0.15714285714285714,0.328125,0.19080572782735844,0.25,0.26666666666666666,0.14161849710982657,0.0,0.0,0.0
18,2022-12-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2222222222222222,0.0,0.22857142857142856,0.18571428571428572,0.296875,0.762201885745979,0.25,0.4,0.23410404624277462,0.25,0.0,0.0
19,2023-01-02,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3333333333333333,0.1111111111111111,0.22857142857142856,0.12857142857142856,0.15625,0.19113346442797358,0.2777777777777778,0.4666666666666667,0.15028901734104047,0.0,0.0,0.0
21,2023-01-14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.0,0.19999999999999998,0.0857142857142857,0.5,0.18946957091715827,0.3055555555555555,0.2,0.5202312138728324,0.0,0.3333333333333333,0.3333333333333333
22,2023-01-22,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.05714285714285714,0.07142857142857142,0.375,0.4318559975797913,0.16666666666666666,0.0,0.546242774566474,0.25,0.0,0.0
