,date,opponent_Aston Villa,opponent_Bournemouth,opponent_Brentford,opponent_Brighton and Hove Albion,opponent_Burnley,opponent_Cardiff City,opponent_Chelsea,opponent_Crystal Palace,opponent_Everton,opponent_Fulham,opponent_Huddersfield Town,opponent_Leeds United,opponent_Leicester City,opponent_Liverpool,opponent_Luton Town,opponent_Manchester City,opponent_Manchester United,opponent_Newcastle United,opponent_Norwich City,opponent_Nottingham Forest,opponent_Sheffield United,opponent_Southampton,opponent_Tottenham Hotspur,opponent_Watford,opponent_West Bromwich Albion,opponent_West Ham United,opponent_Wolverhampton Wanderers,team_Aston Villa,team_Bournemouth,team_Brentford,team_Brighton and Hove Albion,team_Burnley,team_Cardiff City,team_Chelsea,team_Crystal Palace,team_Everton,team_Fulham,team_Huddersfield Town,team_Leeds United,team_Leicester City,team_Liverpool,team_Luton Town,team_Manchester City,team_Manchester United,team_Newcastle United,team_Norwich City,team_Nottingham Forest,team_Sheffield United,team_Southampton,team_Tottenham Hotspur,team_Watford,team_West Bromwich Albion,team_West Ham United,team_Wolverhampton Wanderers,venue_code,target,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,day_code_1,day_code_2,day_code_3,day_code_4,day_code_5,day_code_6,gf,ga,xg,xga,poss,attendance,sh,sot,dist,fk,pk,pkatt
1,2024-08-25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.0,0.3571428571428571,0.07142857142857142,0.6875,0.7313190137649372,0.5277777777777778,0.5333333333333333,0.2398843930635838,0.25,0.0,0.0
2,2024-09-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.3333333333333333,0.0,0.2571428571428571,0.19999999999999998,0.453125,0.9042757021126406,0.3055555555555555,0.2,0.23410404624277462,0.0,0.0,0.0
3,2024-09-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.1111111111111111,0.12857142857142856,0.05714285714285714,0.78125,0.7354409317803661,0.38888888888888884,0.3333333333333333,0.2774566473988439,0.0,0.0,0.0
5,2024-09-21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.3333333333333333,0.0,0.2857142857142857,0.15714285714285714,0.625,0.7354787475419755,0.5277777777777778,0.8,0.32658959537572263,0.0,0.0,0.0
7,2024-09-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.1111111111111111,0.3571428571428571,0.0857142857142857,0.578125,0.370758332072808,0.25,0.3333333333333333,0.3670520231213873,0.25,0.3333333333333333,0.3333333333333333
9,2024-10-05,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.0,0.19999999999999998,0.0857142857142857,0.78125,0.292252810971613,0.4444444444444444,0.26666666666666666,0.3930635838150289,0.0,0.0,0.0
1,2023-08-11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.3333333333333333,0.0,0.2714285714285714,0.04285714285714285,0.734375,0.24671002873997885,0.4722222222222222,0.5333333333333333,0.2485549132947977,0.0,0.0,0.0
3,2023-08-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.1111111111111111,0.0,0.14285714285714285,0.04285714285714285,0.640625,0.6481495487319116,0.38888888888888884,0.26666666666666666,0.36416184971098264,0.0,0.0,0.0
4,2023-08-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.1111111111111111,0.5,0.09999999999999999,0.953125,0.3697877275248324,0.8055555555555555,0.6,0.34682080924855496,0.5,0.0,0.3333333333333333
5,2023-09-02,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5555555555555556,0.1111111111111111,0.3142857142857143,0.19999999999999998,0.78125,0.6415948167196088,0.16666666666666666,0.26666666666666666,0.27456647398843936,0.0,0.3333333333333333,0.3333333333333333
6,2023-09-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.3333333333333333,0.1111111111111111,0.5142857142857142,0.12857142857142856,0.78125,0.7623027277769375,0.8055555555555555,0.8666666666666667,0.3208092485549132,0.25,0.0,0.0
8,2023-09-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.0,0.18571428571428572,0.14285714285714285,0.609375,0.6480739172086927,0.19444444444444442,0.26666666666666666,0.3439306358381503,0.5,0.0,0.0
10,2023-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.2222222222222222,0.12857142857142856,0.05714285714285714,0.78125,0.37078354258054763,0.6388888888888888,0.5333333333333333,0.4046242774566474,0.25,0.0,0.0
12,2023-10-08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,0.1111111111111111,0.07142857142857142,0.05714285714285714,0.515625,0.7340417486008168,0.1111111111111111,0.0,0.2774566473988439,0.0,0.0,0.0
13,2023-10-21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.1111111111111111,0.11428571428571428,0.11428571428571428,0.578125,0.6487419956637928,0.2777777777777778,0.3333333333333333,0.3901734104046244,0.25,0.0,0.0
15,2023-10-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.3333333333333333,0.0,0.5714285714285714,0.12857142857142856,0.65625,0.9013008621993648,0.5555555555555556,0.6,0.3439306358381503,0.5,0.3333333333333333,0.3333333333333333
16,2023-11-04,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.6666666666666666,0.1111111111111111,0.2714285714285714,0.12857142857142856,0.734375,0.647380628245853,0.5833333333333333,0.5333333333333333,0.3208092485549132,0.0,0.0,0.0
18,2023-11-12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.4444444444444444,0.4444444444444444,0.41428571428571426,0.41428571428571426,0.578125,0.4731003882418192,0.38888888888888884,0.6,0.32658959537572263,0.25,0.3333333333333333,0.3333333333333333
19,2023-11-25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.1111111111111111,0.18571428571428572,0.0857142857142857,0.640625,0.6465108657288359,0.4444444444444444,0.3333333333333333,0.3179190751445087,0.25,0.0,0.0
21,2023-12-03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.3333333333333333,0.3333333333333333,0.37142857142857144,0.07142857142857142,0.578125,0.6488302324408814,0.4722222222222222,0.26666666666666666,0.23410404624277462,0.0,0.0,0.0
22,2023-12-06,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0,0.1111111111111111,0.0857142857142857,0.3285714285714285,0.5625,0.49691171280189583,0.05555555555555555,0.13333333333333333,0.060693641618497135,0.0,0.0,0.0
23,2023-12-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.1111111111111111,0.22857142857142856,0.04285714285714285,0.734375,0.11403973176019766,0.5,0.4,0.3872832369942196,0.25,0.0,0.0
25,2023-12-16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.2222222222222222,0.22857142857142856,0.2571428571428571,0.875,0.6459940503201735,0.5277777777777778,0.6,0.3728323699421966,0.0,0.0,0.0
26,2023-12-27,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.3333333333333333,0.1111111111111111,0.3428571428571428,0.14285714285714285,0.84375,0.47051631119850756,0.611111111111111,0.5333333333333333,0.4104046242774567,0.25,0.3333333333333333,0.3333333333333333
27,2023-12-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.0,0.3142857142857143,0.04285714285714285,0.96875,0.6442293147783997,0.5,0.26666666666666666,0.3497109826589595,0.0,0.0,0.0
29,2024-01-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.3333333333333333,0.2222222222222222,0.42857142857142855,0.18571428571428572,0.84375,0.6326576917259115,0.75,0.7333333333333333,0.4046242774566474,0.5,0.0,0.0
31,2024-01-31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.3333333333333333,0.1111111111111111,0.24285714285714283,0.19999999999999998,0.875,0.6320652447940303,0.38888888888888884,0.26666666666666666,0.30346820809248554,0.25,0.0,0.0
32,2024-02-05,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333,0.1111111111111111,0.3,0.14285714285714285,0.84375,0.1902889124186961,0.6944444444444444,1.0,0.40173410404624277,0.0,0.0,0.0
33,2024-02-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.0,0.22857142857142856,0.04285714285714285,0.84375,0.632619875964302,0.5277777777777778,0.2,0.3497109826589595,0.0,0.0,0.0
35,2024-02-17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.1111111111111111,0.37142857142857144,0.19999999999999998,0.8125,0.6325064286794737,0.861111111111111,0.3333333333333333,0.3063583815028902,0.25,0.0,0.0
36,2024-02-20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.1111111111111111,0.0,0.3285714285714285,0.05714285714285714,0.8125,0.6333761911964908,0.6944444444444444,0.6666666666666666,0.3554913294797689,0.0,0.0,0.0
37,2024-02-24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.1111111111111111,0.0,0.22857142857142856,0.12857142857142856,0.6875,0.11576665154036203,0.41666666666666663,0.4,0.2947976878612717,0.25,0.0,0.0
39,2024-03-03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.3333333333333333,0.1111111111111111,0.47142857142857136,0.02857142857142857,0.859375,0.6493470478495438,0.75,0.5333333333333333,0.35838150289017345,0.25,0.0,0.0
41,2024-03-10,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.1111111111111111,0.1111111111111111,0.22857142857142856,0.38571428571428573,0.453125,0.7304366459940503,0.2777777777777778,0.4,0.3843930635838151,0.0,0.0,0.0
43,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.14285714285714285,0.09999999999999999,0.84375,0.6325064286794737,0.3333333333333333,0.06666666666666667,0.25722543352601157,0.0,0.0,0.0
44,2024-04-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4444444444444444,0.1111111111111111,0.48571428571428565,0.11428571428571428,0.765625,0.648187364493521,0.6944444444444444,0.7333333333333333,0.3063583815028902,0.5,0.0,0.0
45,2024-04-06,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4444444444444444,0.2222222222222222,0.2714285714285714,0.15714285714285714,0.890625,0.2915847325165129,0.5,0.5333333333333333,0.3121387283236995,0.0,0.0,0.0
47,2024-04-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5555555555555556,0.1111111111111111,0.6,0.07142857142857142,0.859375,0.6321408763172491,1.0,0.8,0.33526011560693636,0.0,0.3333333333333333,0.3333333333333333
50,2024-04-25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.4444444444444444,0.0,0.19999999999999998,0.0857142857142857,0.71875,0.37306509353098377,0.38888888888888884,0.4,0.338150289017341,0.25,0.0,0.0
51,2024-04-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.0,0.12857142857142856,0.2714285714285714,0.75,0.3488756113548127,0.3055555555555555,0.3333333333333333,0.3872832369942196,0.25,0.0,0.0
52,2024-05-04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5555555555555556,0.1111111111111111,0.5285714285714286,0.04285714285714285,0.625,0.6357963999394949,0.5,0.6666666666666666,0.2890173410404625,0.0,0.6666666666666666,0.6666666666666666
53,2024-05-11,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4444444444444444,0.0,0.45714285714285713,0.014285714285714285,0.71875,0.28258458125346647,0.41666666666666663,0.5333333333333333,0.3554913294797689,0.0,0.3333333333333333,0.3333333333333333
54,2024-05-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.2222222222222222,0.0,0.3428571428571428,0.24285714285714283,0.453125,0.7445293198205013,0.19444444444444442,0.26666666666666666,0.2658959537572254,0.0,0.3333333333333333,0.3333333333333333
55,2024-05-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.3333333333333333,0.1111111111111111,0.2714285714285714,0.05714285714285714,0.828125,0.6693011647254576,0.7777777777777777,0.8,0.36416184971098264,0.5,0.0,0.0
1,2023-08-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.1111111111111111,0.11428571428571428,0.1714285714285714,0.9375,0.7309030403872334,0.41666666666666663,0.4666666666666667,0.39884393063583823,0.0,0.0,0.0
2,2023-08-21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1111111111111111,0.0,0.2857142857142857,0.14285714285714285,0.546875,0.2796979781172793,0.3611111111111111,0.13333333333333333,0.3208092485549132,0.0,0.3333333333333333,0.3333333333333333
3,2023-08-26,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.2222222222222222,0.45714285714285713,0.0857142857142857,0.828125,0.7306131195482277,0.5,0.6,0.2456647398843931,0.0,0.3333333333333333,0.3333333333333333
4,2023-09-03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.3333333333333333,0.1111111111111111,0.3285714285714285,0.12857142857142856,0.578125,0.7335249331921545,0.4722222222222222,0.3333333333333333,0.28034682080924855,0.0,0.0,0.0
5,2023-09-17,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.1111111111111111,0.0,0.14285714285714285,0.04285714285714285,0.875,0.46912973327282814,0.3611111111111111,0.26666666666666666,0.3497109826589595,0.0,0.0,0.0
7,2023-09-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.2222222222222222,0.2222222222222222,0.2571428571428571,0.19999999999999998,0.453125,0.7330711440528412,0.3333333333333333,0.26666666666666666,0.33526011560693636,0.0,0.3333333333333333,0.3333333333333333
9,2023-09-30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.4444444444444444,0.0,0.48571428571428565,0.0857142857142857,0.609375,0.11588009882519035,0.3611111111111111,0.4,0.2947976878612717,0.0,0.6666666666666666,0.6666666666666666
11,2023-10-08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.1111111111111111,0.0,0.05714285714285714,0.07142857142857142,0.484375,0.7340417486008168,0.3333333333333333,0.13333333333333333,0.40173410404624277,0.0,0.0,0.0
12,2023-10-21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.2222222222222222,0.2222222222222222,0.14285714285714285,0.18571428571428572,0.59375,0.4755079917309535,0.3611111111111111,0.2,0.2601156069364162,0.0,0.0,0.0
14,2023-10-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5555555555555556,0.0,0.39999999999999997,0.0,0.765625,0.7330333282912318,0.3333333333333333,0.4,0.338150289017341,0.0,0.3333333333333333,0.3333333333333333
16,2023-11-04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0,0.1111111111111111,0.0857142857142857,0.14285714285714285,0.625,0.6327081127413907,0.38888888888888884,0.06666666666666667,0.4450867052023122,0.0,0.0,0.0
18,2023-11-11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.3333333333333333,0.1111111111111111,0.2571428571428571,0.04285714285714285,0.703125,0.734029143346947,0.4444444444444444,0.4,0.2456647398843931,0.0,0.0,0.0
